role_id	gateway_id	char_level	pet_sheet	pet_sheet_name	pet_level	pet_savvy	pet_grow	pet_skill_num	pet_equip_level_plus
10568356	146086	83	040005048.pet	变异-巧虎	71	0	16900	4	6
10568356	146086	83	040005011.pet	新手-灵貂小宝	1	0	14800	3	6
10569178	146102	87	040005011.pet	新手-灵貂小宝	74	0	14700	3	6
10569178	146102	87	040005048.pet	变异-巧虎	73	0	16600	6	6
10569217	146107	83	040005048.pet	变异-巧虎	12	0	16800	5	6
10569217	146107	83	040002060.pet	变异-闪电虎	1	0	14600	6	6
10569217	146107	83	040002060.pet	变异-闪电虎	1	0	14800	3	6
10569217	146107	83	040005011.pet	新手-灵貂小宝	67	1000	15700	3	6
10570298	146111	87	040005011.pet	新手-灵貂小宝	66	1000	15000	3	6
10570298	146111	87	040005048.pet	变异-巧虎	67	0	16900	3	6
10571416	153112	78	040002013.pet	宝宝-调皮鬼	78	0	18300	3	6
10571416	153112	78	040001020.pet	成年-浣熊	1	0	12100	3	6
10571416	153112	78	040005011.pet	新手-灵貂小宝	52	0	15300	3	6
10571416	153112	78	040005048.pet	变异-巧虎	67	1000	18700	5	6
10571776	146107	89	040002016.pet	宝宝-灵貂小宝·�	1	0	18400	4	6
10571776	146107	89	040005048.pet	变异-巧虎	83	0	16600	4	6
10571776	146107	89	040005011.pet	新手-灵貂小宝	1	0	15300	3	6
10572014	153112	85	040002020.pet	宝宝-浣熊	18	2000	13400	3	6
10572014	153112	85	040002005.pet	宝宝-飞兔	1	0	14500	4	6
10572014	153112	85	040002013.pet	宝宝-调皮鬼	84	0	17600	4	6
10572014	153112	85	040005011.pet	新手-灵貂小宝	77	0	14900	7	6
10572014	153112	85	040005048.pet	变异-巧虎	83	1000	14700	10	6
10572104	146111	86	040005048.pet	变异-巧虎	62	0	17000	4	6
10572104	146111	86	040005011.pet	新手-灵貂小宝	74	0	15100	3	6
10572104	146111	86	040002017.pet	宝宝-灵貂小宝·�	36	0	18200	4	6
10572694	146111	84	040005011.pet	新手-灵貂小宝	73	1000	16300	3	6
10572694	146111	84	040005048.pet	变异-巧虎	1	0	16600	5	6
10572746	146111	68	040005011.pet	新手-灵貂小宝	9	0	14000	3	6
10572746	146111	68	040005048.pet	变异-巧虎	57	0	17000	5	6
10572856	153091	68	040005011.pet	新手-灵貂小宝	14	0	14200	3	6
10572856	153091	68	040005048.pet	变异-巧虎	57	0	16000	5	6
10572856	153091	68	040001005.pet	成年-飞兔	36	0	11700	4	6
10572930	146102	96	040002017.pet	宝宝-灵貂小宝·�	1	0	17900	4	6
10572930	146102	96	040003017.pet	变异-灵貂小宝·�	96	0	19100	4	12
10572930	146102	96	040005048.pet	变异-巧虎	92	0	17000	4	6
10572930	146102	96	040002018.pet	宝宝-灵貂小宝·�	1	0	21100	4	6
10573774	146090	66	040005048.pet	变异-巧虎	33	0	15800	4	6
10573774	146090	66	040005011.pet	新手-灵貂小宝	52	0	17000	3	6
10574773	146086	81	040005011.pet	新手-灵貂小宝	1	0	15100	3	6
10574773	146086	81	040005048.pet	变异-巧虎	66	0	16700	4	6
10575062	146111	55	040005011.pet	新手-灵貂小宝	54	0	15100	3	6
10575062	146111	55	040005048.pet	变异-巧虎	11	0	16700	4	6
10575173	146098	98	040002020.pet	宝宝-浣熊	93	1000	14900	3	6
10575173	146098	98	040005048.pet	变异-巧虎	1	0	15900	4	6
10575173	146098	98	040003016.pet	变异-灵貂小宝·�	1	0	19500	5	6
10575173	146098	98	040003025.pet	变异-追夜犬	92	0	22000	4	6
10575182	146107	84	040005048.pet	变异-巧虎	79	0	18500	4	6
10575182	146107	84	040005011.pet	新手-灵貂小宝	75	1000	17100	6	6
10575182	146107	84	040002060.pet	变异-闪电虎	77	2000	15100	3	6
10575532	153112	68	040005048.pet	变异-巧虎	66	1000	16900	3	6
10575532	153112	68	040005011.pet	新手-灵貂小宝	1	0	15000	3	6
10575691	153108	84	040005048.pet	变异-巧虎	83	1000	16700	8	6
10575691	153108	84	040002060.pet	变异-闪电虎	1	0	16600	3	6
10575691	153108	84	040003025.pet	变异-追夜犬	60	2000	19200	10	6
10575691	153108	84	040002060.pet	变异-闪电虎	1	0	14800	3	6
10576519	146102	87	040005011.pet	新手-灵貂小宝	54	0	15300	3	6
10576519	146102	87	040001001.pet	成年-灵狐	8	0	11300	3	6
10576519	146102	87	040005048.pet	变异-巧虎	53	0	14600	5	6
10576926	153112	79	040005011.pet	新手-灵貂小宝	45	0	15100	3	6
10576926	153112	79	040005048.pet	变异-巧虎	61	0	18800	5	6
10577420	146111	77	040002060.pet	变异-闪电虎	1	0	14400	3	6
10577420	146111	77	040005011.pet	新手-灵貂小宝	73	1000	14600	5	6
10577420	146111	77	040001005.pet	成年-飞兔	1	0	12500	4	6
10577420	146111	77	040005048.pet	变异-巧虎	1	0	16200	4	6
10577420	146111	77	040001020.pet	成年-浣熊	1	0	11800	3	6
10577873	153108	76	040005011.pet	新手-灵貂小宝	61	0	14900	3	6
10577873	153108	76	040005048.pet	变异-巧虎	76	0	16400	4	6
10577873	153108	76	040001005.pet	成年-飞兔	62	1000	11500	4	6
10578125	146111	90	040005048.pet	变异-巧虎	89	2000	16900	3	6
10578131	146107	68	040005048.pet	变异-巧虎	65	1000	15300	3	6
10578131	146107	68	040005011.pet	新手-灵貂小宝	1	0	15000	3	6
10578452	153112	76	040005048.pet	变异-巧虎	71	1000	15800	5	6
10578452	153112	76	040002060.pet	变异-闪电虎	1	0	15300	3	6
10579213	146111	65	040005011.pet	新手-灵貂小宝	51	0	14600	3	6
10579213	146111	65	040005048.pet	变异-巧虎	22	0	16300	4	6
10579646	153112	54	040005011.pet	新手-灵貂小宝	54	0	15200	3	6
10579646	153112	54	040001001.pet	成年-灵狐	38	0	11800	3	6
10579646	153112	54	040001022.pet	成年-剑灵	1	0	12900	4	6
10580024	153112	82	040005011.pet	新手-灵貂小宝	52	0	14800	3	6
10580024	153112	82	040005048.pet	变异-巧虎	79	2000	16000	4	6
10580024	153112	82	040001022.pet	成年-剑灵	56	0	11700	4	6
10580024	153112	82	040002060.pet	变异-闪电虎	56	0	15900	3	6
10580153	146111	66	040005011.pet	新手-灵貂小宝	62	1000	15600	3	6
10580153	146111	66	040005048.pet	变异-巧虎	1	0	16600	4	6
10580351	146111	91	040002060.pet	变异-闪电虎	1	0	17500	6	6
10580351	146111	91	040002060.pet	变异-闪电虎	1	0	15200	3	6
10580351	146111	91	040005048.pet	变异-巧虎	90	3000	16100	4	6
10580351	146111	91	040002060.pet	变异-闪电虎	74	0	15400	3	6
10580351	146111	91	040003016.pet	变异-灵貂小宝·�	53	0	21600	4	6
10581672	146107	58	040005011.pet	新手-灵貂小宝	52	0	14800	3	6
10581942	146111	67	040005011.pet	新手-灵貂小宝	61	1000	16900	3	6
10582016	153112	65	040005048.pet	变异-巧虎	16	0	19800	5	6
10582263	146086	74	040005011.pet	新手-灵貂小宝	45	0	15200	3	6
10582263	146086	74	040005048.pet	变异-巧虎	73	0	19900	4	6
10582263	146086	74	040002015.pet	宝宝-灵貂小宝·�	1	0	14800	4	6
10583406	146107	80	040005011.pet	新手-灵貂小宝	59	1000	13600	3	6
10583406	146107	80	040002060.pet	变异-闪电虎	63	0	15700	3	6
10583406	146107	80	040005048.pet	变异-巧虎	76	0	19200	4	6
10583436	146102	88	040005011.pet	新手-灵貂小宝	15	0	15000	3	6
10583436	146102	88	040001001.pet	成年-灵狐	52	0	11700	2	6
10583436	146102	88	040005048.pet	变异-巧虎	77	0	16600	4	6
10583622	153112	88	040005011.pet	新手-灵貂小宝	57	1000	14400	3	6
10583622	153112	88	040005048.pet	变异-巧虎	86	0	16400	4	6
10583622	153112	88	040003016.pet	变异-灵貂小宝·�	86	0	17800	4	6
10583638	146102	86	040005011.pet	新手-灵貂小宝	18	0	14400	3	6
10583638	146102	86	040001001.pet	成年-灵狐	55	0	12500	3	6
10583638	146102	86	040005048.pet	变异-巧虎	83	0	14500	4	6
10584128	146102	92	040005011.pet	新手-灵貂小宝	46	0	15300	3	6
10584128	146102	92	040005048.pet	变异-巧虎	83	0	16500	9	6
10584417	146111	81	040005011.pet	新手-灵貂小宝	9	0	15100	3	6
10584417	146111	81	040001001.pet	成年-灵狐	25	0	10700	3	6
10584417	146111	81	040001005.pet	成年-飞兔	1	0	10900	4	6
10584417	146111	81	040005048.pet	变异-巧虎	62	1000	17900	4	6
10584417	146111	81	040001022.pet	成年-剑灵	1	0	11700	4	6
10585589	146086	72	040005011.pet	新手-灵貂小宝	61	1000	14600	3	6
10585589	146086	72	040005048.pet	变异-巧虎	1	0	15800	5	6
10585733	146107	74	040005011.pet	新手-灵貂小宝	63	0	15500	3	6
10585733	146107	74	040001005.pet	成年-飞兔	7	0	12100	4	6
10585733	146107	74	040005048.pet	变异-巧虎	1	0	15500	5	6
10586602	153112	61	040005011.pet	新手-灵貂小宝	17	0	14700	3	6
10586602	153112	61	040001001.pet	成年-灵狐	60	1000	11500	3	6
10586602	153112	61	040001020.pet	成年-浣熊	32	0	11500	3	6
10586674	153099	91	040005011.pet	新手-灵貂小宝	76	1000	15300	5	6
10586674	153099	91	040005048.pet	变异-巧虎	91	1000	16700	5	6
10586952	146107	72	040005011.pet	新手-灵貂小宝	66	0	15400	3	6
10586952	146107	72	040001001.pet	成年-灵狐	1	0	11000	1	6
10586952	146107	72	040003015.pet	变异-灵貂小宝·�	1	0	16200	2	6
10587004	146107	68	040005011.pet	新手-灵貂小宝	44	0	15300	3	6
10587004	146107	68	040002020.pet	宝宝-浣熊	55	0	16200	3	6
10587004	146107	68	040002015.pet	宝宝-灵貂小宝·�	1	0	14800	4	6
10587070	146111	74	040005011.pet	新手-灵貂小宝	54	0	15300	3	6
10587070	146111	74	040001020.pet	成年-浣熊	1	0	11900	2	6
10587070	146111	74	040005048.pet	变异-巧虎	1	0	18700	4	6
10587279	146111	67	040005011.pet	新手-灵貂小宝	43	0	15300	3	6
10587279	146111	67	040001005.pet	成年-飞兔	1	0	10800	4	6
10587279	146111	67	040002060.pet	变异-闪电虎	14	0	17000	3	6
10587279	146111	67	040005048.pet	变异-巧虎	65	1000	15300	10	6
10587779	146111	59	040005011.pet	新手-灵貂小宝	36	0	15000	3	6
10587779	146111	59	040005048.pet	变异-巧虎	58	0	16600	4	6
10588299	146107	73	040005011.pet	新手-灵貂小宝	44	0	13300	3	6
10588299	146107	73	040005048.pet	变异-巧虎	58	1000	17200	9	6
10588503	146107	83	040001005.pet	成年-飞兔	1	0	10500	4	6
10588503	146107	83	040005011.pet	新手-灵貂小宝	29	0	15200	3	6
10588503	146107	83	040005048.pet	变异-巧虎	72	1000	16800	5	6
10588511	146102	69	040002013.pet	宝宝-调皮鬼	67	1000	18700	3	6
10588511	146102	69	040005011.pet	新手-灵貂小宝	65	1000	15000	3	6
10588511	146102	69	040005048.pet	变异-巧虎	1	0	16800	2	6
10588511	146102	69	040001022.pet	成年-剑灵	1	0	11700	4	6
10588628	146086	72	040005011.pet	新手-灵貂小宝	70	0	15600	3	6
10588628	146086	72	040005048.pet	变异-巧虎	32	0	16100	9	6
10589693	146111	51	040005011.pet	新手-灵貂小宝	41	0	16000	3	6
10589693	146111	51	040005048.pet	变异-巧虎	56	0	16500	3	6
10589749	146111	67	040005048.pet	变异-巧虎	33	0	16800	4	6
10589749	146111	67	040005011.pet	新手-灵貂小宝	54	0	14500	3	6
10590182	146090	69	040005011.pet	新手-灵貂小宝	29	0	15000	3	6
10590182	146090	69	040005048.pet	变异-巧虎	67	1000	16800	5	6
10590293	146111	69	040005048.pet	变异-巧虎	69	1000	16300	3	6
10590293	146111	69	040005011.pet	新手-灵貂小宝	1	0	16000	3	6
10590365	146090	69	040005048.pet	变异-巧虎	59	2000	19400	4	6
10590365	146090	69	040005011.pet	新手-灵貂小宝	59	0	14800	3	6
10590580	153091	61	040005048.pet	变异-巧虎	8	0	15800	5	6
10590580	153091	61	040001020.pet	成年-浣熊	1	0	11400	3	6
10590580	153091	61	040001020.pet	成年-浣熊	1	0	10700	3	6
10590580	153091	61	040005011.pet	新手-灵貂小宝	59	0	16500	3	6
10591279	146111	57	040005048.pet	变异-巧虎	1	0	17600	4	6
10591279	146111	57	040005011.pet	新手-灵貂小宝	57	1000	14700	3	6
10593080	146111	57	040005011.pet	新手-灵貂小宝	57	0	14500	3	6
10593347	146111	55	040005011.pet	新手-灵貂小宝	50	0	14800	3	6
10593347	146111	55	040001020.pet	成年-浣熊	1	0	12200	3	6
10594124	146111	66	040005011.pet	新手-灵貂小宝	58	1000	15400	3	6
10594124	146111	66	040001005.pet	成年-飞兔	19	0	12100	4	6
10594124	146111	66	040005048.pet	变异-巧虎	18	0	16400	5	6
10594859	146111	50	040005011.pet	新手-灵貂小宝	20	0	15500	3	6
10594859	146111	50	040005048.pet	变异-巧虎	49	0	16900	5	6
10595193	146111	67	040002060.pet	变异-闪电虎	54	0	14500	3	6
10595193	146111	67	040005048.pet	变异-巧虎	58	1000	16700	4	6
10595268	153112	84	040002060.pet	变异-闪电虎	58	1000	15100	3	6
10595268	153112	84	040003012.pet	变异-青鸟	83	0	22800	5	6
10595268	153112	84	040005048.pet	变异-巧虎	18	0	17000	3	6
10595268	153112	84	040002060.pet	变异-闪电虎	1	0	15000	3	6
10595310	146107	60	040005011.pet	新手-灵貂小宝	27	0	13000	3	6
10595310	146107	60	040001005.pet	成年-飞兔	31	0	11900	4	6
10595310	146107	60	040005048.pet	变异-巧虎	60	0	16100	8	6
10595310	146107	60	040001001.pet	成年-灵狐	37	0	12100	3	6
10596066	146090	59	040005011.pet	新手-灵貂小宝	59	1000	15400	3	6
10596149	153112	76	040005011.pet	新手-灵貂小宝	45	0	15000	3	6
10596149	153112	76	040005048.pet	变异-巧虎	63	0	16900	5	6
10596264	146111	54	040005011.pet	新手-灵貂小宝	15	0	18000	3	6
10596264	146111	54	040005048.pet	变异-巧虎	54	0	16200	4	6
10596350	146111	63	040005011.pet	新手-灵貂小宝	47	0	14900	3	6
10596350	146111	63	040005048.pet	变异-巧虎	62	1000	18100	5	6
10596350	146111	63	040001001.pet	成年-灵狐	1	0	12200	3	6
10596350	146111	63	040001005.pet	成年-飞兔	1	0	11300	4	6
10597745	146111	52	040005011.pet	新手-灵貂小宝	25	0	15400	3	6
10597745	146111	52	040005048.pet	变异-巧虎	52	0	16900	4	6
10598709	146111	60	040005011.pet	新手-灵貂小宝	4	0	14200	3	6
10598709	146111	60	040005048.pet	变异-巧虎	60	0	16600	4	6
9790969	153087	125	040003026.pet	变异-黑熊	124	23000	26800	6	18
9790969	153087	125	040001013.pet	成年-调皮鬼	1	0	12200	4	6
9790969	153087	125	040003025.pet	变异-追夜犬	1	0	27800	9	6
9790969	153087	125	040002021.pet	宝宝-夺命魔蝎	1	0	18000	5	6
9790969	153087	125	040005041.pet	神兽-云中雷	125	42000	21100	18	30
9791000	153087	124	040003012.pet	变异-青鸟	1	26000	18400	10	24
9791000	153087	124	040003026.pet	变异-黑熊	124	0	23300	9	12
9791000	153087	124	040003021.pet	变异-夺命魔蝎	118	23000	22000	4	18
9791510	153087	129	040003041.pet	神兽-云中雷	129	41000	22500	7	48
9791510	153087	129	040005041.pet	神兽-云中雷	129	19000	24000	11	18
9791511	153087	126	040003021.pet	变异-夺命魔蝎	126	16000	21600	3	18
9791511	153087	126	040003026.pet	变异-黑熊	126	23000	28300	6	30
9792239	153087	128	040003027.pet	神兽-屠媚	128	22000	28600	7	24
9792239	153087	128	040003012.pet	变异-青鸟	124	23000	24300	6	28
9792239	153087	128	040003027.pet	神兽-屠媚	126	15000	23000	11	18
9792273	153087	128	040003041.pet	神兽-云中雷	127	31000	26200	16	40
9792273	153087	128	040005041.pet	神兽-云中雷	127	0	21100	6	11
9792608	153087	132	040005027.pet	神兽-屠媚	131	23000	22800	4	12
9792608	153087	132	040003027.pet	神兽-屠媚	130	0	23900	4	6
9792608	153087	132	040005027.pet	神兽-屠媚	131	35000	22800	9	29
9792608	153087	132	040003027.pet	神兽-屠媚	132	40000	24800	12	38
9794256	153087	101	040005011.pet	新手-灵貂小宝	56	1000	16000	3	6
9794256	153087	101	040002015.pet	宝宝-灵貂小宝·�	1	0	15000	4	6
9794256	153087	101	040003015.pet	变异-灵貂小宝·�	1	0	16300	4	6
9794256	153087	101	040001020.pet	成年-浣熊	1	0	11800	3	6
9794256	153087	101	040005048.pet	变异-巧虎	75	0	15200	6	6
9794294	153087	128	040003041.pet	神兽-云中雷	128	20000	22700	10	10
9794294	153087	128	040003027.pet	神兽-屠媚	1	0	25200	8	6
9794294	153087	128	040003014.pet	神兽-熊元帅	128	22000	21500	8	36
9794294	153087	128	040003025.pet	变异-追夜犬	1	20000	19000	4	18
9794375	153087	133	040003025.pet	变异-追夜犬	132	20000	22600	7	6
9794375	153087	133	040005041.pet	神兽-云中雷	117	8000	22800	12	12
9794375	153087	133	040003041.pet	神兽-云中雷	133	62000	22654	8	36
9794375	153087	133	040001013.pet	成年-调皮鬼	1	0	12200	4	6
9794375	153087	133	040005041.pet	神兽-云中雷	133	51000	23100	11	32
9794619	153087	102	040005048.pet	变异-巧虎	76	0	16200	4	6
9794619	153087	102	040002018.pet	宝宝-灵貂小宝·�	92	20000	20300	8	6
9794619	153087	102	040003018.pet	变异-灵貂小宝·�	74	10000	24800	10	6
9796128	153087	122	040002018.pet	宝宝-灵貂小宝·�	1	0	21200	5	6
9796128	153087	122	040003018.pet	变异-灵貂小宝·�	120	32000	19900	8	31
9796128	153087	122	040003018.pet	变异-灵貂小宝·�	113	7000	19100	10	20
9797162	153087	132	040003046.pet	神兽-九尾狐	132	52000	20300	16	37
9797162	153087	132	040001013.pet	成年-调皮鬼	1	0	12100	4	6
9797162	153087	132	040003004.pet	神兽-魁麟	132	16000	27600	5	13
9797162	153087	132	040003027.pet	神兽-屠媚	132	25000	24700	9	27
9797162	153087	132	040005027.pet	神兽-屠媚	1	2000	22200	6	6
9800437	153087	134	040003004.pet	神兽-魁麟	134	53000	23300	11	12
9800437	153087	134	040003012.pet	变异-青鸟	1	14000	17700	5	6
9800437	153087	134	040003046.pet	神兽-九尾狐	134	55000	22600	9	39
9800437	153087	134	040003046.pet	神兽-九尾狐	134	36000	22200	12	30
9800437	153087	134	040002026.pet	宝宝-黑熊	1	0	19800	3	6
9800437	153087	134	040003021.pet	变异-夺命魔蝎	1	0	22600	4	6
9802195	153087	130	040005027.pet	神兽-屠媚	121	0	27600	10	6
9802195	153087	130	040003063.pet	变异-雪狐	26	0	26800	10	6
9802195	153087	130	040003027.pet	神兽-屠媚	130	25000	26700	12	33
9802195	153087	130	040003027.pet	神兽-屠媚	129	42000	26000	6	36
9804083	153087	129	040003063.pet	变异-雪狐	104	17000	28100	10	24
9804083	153087	129	040005027.pet	神兽-屠媚	129	22000	26700	8	24
9804083	153087	129	040003026.pet	变异-黑熊	129	40000	20300	6	36
9804681	153087	101	040005011.pet	新手-灵貂小宝	37	0	15100	3	6
9804681	153087	101	040005048.pet	变异-巧虎	101	2000	16700	6	6
9804681	153087	101	040002060.pet	变异-闪电虎	1	0	15100	2	6
9806132	153087	135	040003018.pet	变异-灵貂小宝·�	2	0	18300	5	6
9806132	153087	135	040003027.pet	神兽-屠媚	134	40000	22000	7	18
9806132	153087	135	040003027.pet	神兽-屠媚	134	54000	22900	6	32
9806132	153087	135	040003004.pet	神兽-魁麟	126	50000	20553	9	36
9807621	153087	133	040003041.pet	神兽-云中雷	133	50000	20600	10	37
9807621	153087	133	040003041.pet	神兽-云中雷	94	0	20600	10	6
9807621	153087	133	040003041.pet	神兽-云中雷	133	52000	21400	12	36
9812487	153087	127	040002018.pet	宝宝-灵貂小宝·�	109	18000	25300	9	24
9812487	153087	127	040003027.pet	神兽-屠媚	126	35000	18300	6	30
9812487	153087	127	040003018.pet	变异-灵貂小宝·�	71	0	19200	5	12
9812487	153087	127	040002013.pet	宝宝-调皮鬼	1	0	18400	4	6
9812487	153087	127	040002060.pet	变异-闪电虎	7	0	13800	6	6
9813124	153087	113	040002018.pet	宝宝-灵貂小宝·�	108	12000	19100	9	12
9813124	153087	113	040003018.pet	变异-灵貂小宝·�	98	0	22400	8	6
9816985	153087	89	040002019.pet	变异-神机巧偶	1	0	15000	1	6
9816985	153087	89	040002019.pet	变异-神机巧偶	1	0	15200	1	6
9816985	153087	89	040005048.pet	变异-巧虎	14	0	16800	4	6
9816985	153087	89	040005011.pet	新手-灵貂小宝	68	2000	15200	4	6
9820671	153087	115	040005048.pet	变异-巧虎	98	0	17300	3	6
9820671	153087	115	040003018.pet	变异-灵貂小宝·�	103	18000	22200	8	6
9821766	153087	134	040003004.pet	神兽-魁麟	134	0	27500	11	6
9821766	153087	134	040003041.pet	神兽-云中雷	134	40000	22000	7	24
9821766	153087	134	040005041.pet	神兽-云中雷	134	51000	22000	10	48
9821766	153087	134	040003027.pet	神兽-屠媚	127	0	28000	8	6
9821782	153087	134	040003032.pet	变异-大尾	1	0	28500	7	6
9821782	153087	134	040003014.pet	神兽-熊元帅	133	19000	22500	8	18
9821782	153087	134	040003047.pet	神兽-犀利狼	131	39000	23100	9	18
9821782	153087	134	040003036.pet	神兽-无常	134	55000	23800	16	48
9821784	146086	131	040002021.pet	宝宝-夺命魔蝎	1	0	19000	3	6
9821784	146086	131	040005041.pet	神兽-云中雷	113	10000	23000	10	6
9821784	146086	131	040003036.pet	神兽-无常	131	40000	24200	14	6
9821784	146086	131	040003014.pet	神兽-熊元帅	130	40000	24200	11	48
9821792	153087	134	040003035.pet	神兽-玲珑	134	50000	27000	14	7
9821792	153087	134	040003038.pet	变异-狐尼克	1	0	19100	5	6
9821792	153087	134	040003046.pet	神兽-九尾狐	117	40000	21000	12	6
9821792	153087	134	040003004.pet	神兽-魁麟	134	70000	29700	18	50
9821792	153087	134	040003032.pet	变异-大尾	1	0	22400	4	6
9821792	153087	134	040003027.pet	神兽-屠媚	134	40000	24800	6	6
9821798	146086	132	040003018.pet	变异-灵貂小宝·�	1	0	22500	4	6
9821798	146086	132	040003036.pet	神兽-无常	132	66000	23700	14	24
9821798	146086	132	040003028.pet	神兽-白虎	132	70000	28700	14	48
9821798	146086	132	040002021.pet	宝宝-夺命魔蝎	1	0	20100	4	6
9821798	146086	132	040003041.pet	神兽-云中雷	105	0	22100	10	6
9821801	146086	131	040003041.pet	神兽-云中雷	130	27000	22900	11	9
9821801	146086	131	040003014.pet	神兽-熊元帅	131	40000	27700	5	16
9821801	146086	131	040005027.pet	神兽-屠媚	45	0	20800	4	6
9821801	146086	131	040003047.pet	神兽-犀利狼	131	55000	24890	8	48
9821804	153087	131	040001013.pet	成年-调皮鬼	1	0	12300	4	6
9821804	153087	131	040005027.pet	神兽-屠媚	130	24000	22700	16	30
9821804	153087	131	040003012.pet	变异-青鸟	130	44000	23200	8	34
9821804	153087	131	040002018.pet	宝宝-灵貂小宝·�	1	9000	19900	8	12
9821804	153087	131	040003018.pet	变异-灵貂小宝·�	125	23000	20800	4	6
9821822	146086	132	040003018.pet	变异-灵貂小宝·�	88	0	22900	4	6
9821822	146086	132	040001013.pet	成年-调皮鬼	1	0	12800	4	6
9821822	146086	132	040003014.pet	神兽-熊元帅	132	50000	19200	5	36
9821822	146086	132	040003046.pet	神兽-九尾狐	132	67000	23500	10	42
9821853	146086	131	040005027.pet	神兽-屠媚	131	43000	23388	6	40
9821853	146086	131	040002013.pet	宝宝-调皮鬼	1	0	15500	4	6
9821853	146086	131	040002013.pet	宝宝-调皮鬼	1	0	18100	8	6
9821853	146086	131	040003027.pet	神兽-屠媚	130	23000	28500	6	20
9821853	146086	131	040003012.pet	变异-青鸟	85	40000	22200	10	23
9821854	146086	83	040005011.pet	新手-灵貂小宝	17	0	15200	3	6
9821854	146086	83	040005048.pet	变异-巧虎	49	0	16600	4	6
9821855	146086	82	040005011.pet	新手-灵貂小宝	53	0	14900	3	6
9821855	146086	82	040005048.pet	变异-巧虎	1	0	16600	9	6
9821855	146086	82	040002019.pet	变异-神机巧偶	1	0	14800	1	6
9821924	146086	109	040002022.pet	宝宝-剑灵	1	0	13800	3	6
9821924	146086	109	040003018.pet	变异-灵貂小宝·�	107	19000	18300	8	12
9821924	146086	109	040002018.pet	宝宝-灵貂小宝·�	96	0	21600	8	6
9821954	153087	134	040003038.pet	变异-狐尼克	1	0	22200	4	6
9821954	153087	134	040001013.pet	成年-调皮鬼	1	0	10800	4	6
9821954	153087	134	040001013.pet	成年-调皮鬼	1	0	11800	4	6
9821954	153087	134	040003046.pet	神兽-九尾狐	134	70000	18669	16	48
9821954	153087	134	040003027.pet	神兽-屠媚	134	37000	23800	10	12
9821954	153087	134	040003004.pet	神兽-魁麟	134	57000	24300	8	24
9821958	146086	115	040003018.pet	变异-灵貂小宝·�	1	0	22000	9	6
9821958	146086	115	040003026.pet	变异-黑熊	94	5000	21400	12	18
9821958	146086	115	040003026.pet	变异-黑熊	112	25000	21400	3	6
9821963	146086	128	040003018.pet	变异-灵貂小宝·�	124	31000	20000	3	6
9821963	146086	128	040005027.pet	神兽-屠媚	128	28000	18900	10	36
9821963	146086	128	040003021.pet	变异-夺命魔蝎	1	0	22900	10	6
9821963	146086	128	040003027.pet	神兽-屠媚	127	27000	28000	10	6
9821971	146086	132	040003032.pet	变异-大尾	1	0	22300	5	6
9821971	146086	132	040003012.pet	变异-青鸟	101	0	22300	4	6
9821971	146086	132	040002013.pet	宝宝-调皮鬼	1	0	15100	3	6
9821971	146086	132	040002013.pet	宝宝-调皮鬼	1	0	17600	4	6
9821971	146086	132	040005027.pet	神兽-屠媚	132	50000	22800	12	24
9821971	146086	132	040003004.pet	神兽-魁麟	132	53000	24100	16	48
9821979	146086	131	040003041.pet	神兽-云中雷	131	40000	27600	10	42
9821979	146086	131	040003014.pet	神兽-熊元帅	129	41000	24300	7	12
9821979	146086	131	040005041.pet	神兽-云中雷	131	10000	26000	8	22
9822001	146086	132	040003014.pet	神兽-熊元帅	106	0	23900	4	6
9822001	146086	132	040003036.pet	神兽-无常	132	60000	24100	6	24
9822001	146086	132	040003027.pet	神兽-屠媚	1	0	20700	6	6
9822001	146086	132	040003028.pet	神兽-白虎	132	72000	29300	10	48
9822001	146086	132	040003021.pet	变异-夺命魔蝎	1	0	22500	5	6
9822175	146086	112	040005011.pet	新手-灵貂小宝	52	0	15300	3	6
9822175	146086	112	040002015.pet	宝宝-灵貂小宝·�	1	0	14800	4	6
9822175	146086	112	040002015.pet	宝宝-灵貂小宝·�	1	0	15800	4	6
9822175	146086	112	040002015.pet	宝宝-灵貂小宝·�	1	0	13800	4	6
9822175	146086	112	040005048.pet	变异-巧虎	111	0	17700	4	6
9822176	146086	111	040005011.pet	新手-灵貂小宝	52	0	15300	3	6
9822176	146086	111	040005048.pet	变异-巧虎	111	0	16700	4	6
9822177	146086	111	040005011.pet	新手-灵貂小宝	51	0	16400	3	6
9822177	146086	111	040002015.pet	宝宝-灵貂小宝·�	1	0	15300	4	6
9822177	146086	111	040005048.pet	变异-巧虎	111	0	18100	5	6
9822177	146086	111	040002015.pet	宝宝-灵貂小宝·�	1	0	13100	4	6
9822178	146086	111	040005011.pet	新手-灵貂小宝	52	0	15000	3	6
9822178	146086	111	040005048.pet	变异-巧虎	111	0	16900	5	6
9822178	146086	111	040002015.pet	宝宝-灵貂小宝·�	1	0	15300	4	6
9822179	146086	111	040005011.pet	新手-灵貂小宝	52	0	14000	3	6
9822179	146086	111	040002015.pet	宝宝-灵貂小宝·�	1	0	15300	4	6
9822179	146086	111	040005048.pet	变异-巧虎	111	0	16900	5	6
9822179	146086	111	040002015.pet	宝宝-灵貂小宝·�	1	0	15200	4	6
9822180	146086	111	040005011.pet	新手-灵貂小宝	52	0	14900	3	6
